opinion,user_description,review
Opinión sobre Tarjeta Antes,Fatal la atención una hora y media para que me atendieran escuchando como se contaban la vida agente y cliente. La oficina de la **** en zaragoza 0 patatero muy *****,1.0
Opinión sobre Tarjeta Antes,Llevamos más e 1 años con ella y sin problemas. Tenemos 2 tarjetas de debito y no nos cobran.,1.0
Opinión sobre BBVA,"Los servicios SACBBVA, Servicio de Atención al Cliente del BBVA es una mentira, en septiembre del 2019 realice una consulta reclamando los datos de quien había accedido a mis posiciones del BBVA  y dado la información a terceros, después de esperar más de cuatro meses reclamando la información en varias ocasiones , se me contesta en Febrero del 2020.
“que facilitarme la información, supondría la vulnerabilidad de datos de carácter personal por parte de esta entidad”.
¿Qué confianza podemos tener",4.0
Opinión sobre BBVA,Son unos **** .te cobran comisiones de mantenimiento teniendo todo en regla.y por mas q reclames nada de nada.al final cambie de banco .bbva es un banco no recomendable.son unos ****,1.0
Opinión sobre BBVA,"Bbva es una ****, en todos sitios que he trabajado mis compañeros siendo de cualquier otra entidad bancaria han cobrado sus nóminas dos y tres días antes que yo, estos mantienen mucho tiempo tu dinero, ""Si quieres cobrar mas tardes que los demás vente a BBVA"" ese debería ser su eslogan jajaja",2.0
Opinión sobre Cobra Cuando Quieras BBVA,"Desde 2020 están cobrando una comisión anunal de 5€ cuando antes no lo hacían, buscaré otro banco.",3.0
Opinión sobre Oficina 2906 en Santa Margarida i els Monjos,"Es una ****, cobran 5 € de comisiones cuando no han cobrado en la vida, la dare de baja",1.0
Opinión sobre BBVA,Muy adaptada a los nuevos tiempos. De los bancos españoles que tienen una app muy avanzadas y actualizada. Comodidad.,1.0
Opinión sobre BBVA,"Vergonzoso que me carguen un recibo a mi cuenta siendo un fraude, teniendo una denuncia de la policía y que me digan que no hacen cargo de ello. Todo por enciarme una tarjeta que nunca pedí ni recibí en mi domicilio.  Ellos me crean el problema y ahora no se hacen cargo de ese fraude. No tiene nombre!!!!!!!",1.0
Opinión sobre Préstamo personal online BBVA,"Pedi un prestamo pequeño para unas obras y me lo denegaron....POR LA EDAD, deben tener miedo d q no llegue a pagarlo.",5.0
Opinión sobre BBVA,octener dinero antes de cobrar la nomina,1.0
Opinión sobre Cuenta Online Sin Comisiones,Local pequeño cuando hay mucha gente es claustrofobico estava mejor la anterior oficina,5.0
Opinión sobre Oficina 6356 en Pinto,"Tengo una cuenta en el BBVA, opero con ella por página web ya que no tengo libreta. En esa cuenta tengo una tarjeta de recarga con la que realizo todas las compras que hago por la red. La tarjeta caduca el 28 de Febrero del 2020, Bueno pues este jueves 23 de Enero, entro en la web a recargarla para realizar una compra, y me la encuentro bloqueada, Llamo por tel. y despues de 1 hora, me ha desaparecido la tarjeta de la web. No me han dado ninguna explicación, no es un banco serio, ni de fiar.",5.0
Opinión sobre Cuenta Online Sin Comisiones,"¿Ya sabéis que el BBVA os cobra 90.-€ + IVA (108,90.-€) por sacar de cootitular a un fallecido de vuestra cuenta conjunta? ¿Podemos llamarles ya ****?",5.0
Opinión sobre BBVA,Rapidísimo. Todo online.,1.0
Opinión sobre BBVA,"Es una vergüenza de entidad, cobra por todo y ya te cobran 2€ hasta por sacar un certificado de titularidad de cuenta en tú casa, con tú papel, tinta y demás y sí vas a la oficina te cobran algo más, sois unos ****",1.0
Opinión sobre BBVA,Como sacar dinero de mi discurbioerto,1.0
Opinión sobre BBVA,"Buen trabajo realizado por una empleada en una tarea, que fue casi imposible realizar en la sucursal situada en el ****.Y que conste que el empleado no tenia ningun cliente más en ese momento. Además me dio cita para otro dia, como una tarea que necesitaba casi estudiar. A lo que iba, un 9 de nota para dicha empleada.",1.0
Opinión sobre BBVA,"De momento contenta, la abrí sin problemas, tienes que seguir unos pasos pero no es nada complicado. Llevo con esta cuenta online año y pico y no me han cobrado nunca nada, únicamente un descubierto que solucioné enseguida y me cobraron si no recuerdo mál unos céntimos que no llegaron al euro.",1.0
Opinión sobre Oficina 0387 en Almendralejo,"Experiencia nefasta , nada recomendable , imposible activar una tarjeta q me han mandado sin el pin , q supuestamente el pin me tenía que haber llegado ante y no me mandan la clave de acceso a la app , he llamado a 5 teléfonos incluidos el de centralita y ni una solución , todos escurren el bulto , una lastima ,",1.0
Opinión sobre BBVA,Desastre la atencion.Hace una semana q si llamas nadie atiende en los 0800.El formulario de contacto no funciona.Cero fidelizacion.Pesima atencion,5.0
Opinión sobre Cuenta Online Sin Comisiones,Horrible. Te cobran hasta por respirar. Comisión exagerada por ingresar moneda. ****.,1.0
Opinión sobre BBVA,"Un desastre el servicio, el gestor personal de lo peor, ni te contesta.",1.0
Opinión sobre BBVA,"En Bbva no es ni un banco ni atienden a las personas . te cobran un dinero por servicios que no te describen ...ni como empresa ni a nivel personal, salir lo antes de allí hay otros bancos con calidad en el trato ..son unos ****",1.0
Opinión sobre BBVA,El telefono no lo cojen nunca vaya ****,1.0
Opinión sobre Depósito Online 13 meses,"Soy usuario de la app de BBVA, La app esta muy bien salvo que no deja poner comentarios y al solicitar préstamos no deja explicarlos. Tengo bienes suficientes y mi anterior Gestora lo sabia, pero al cambiar me exigen papeleo otra vez.",1.0
Opinión sobre BBVA,He intentado dos veces abrir la cuenta online y no hay manera. después de todo el tedioso proceso te dice que no se ha activado y que tienes que volver a empezar,1.0
Opinión sobre BBVA,"Una porque no me deja poner menos
Sin trato personal, sin seguimiento de la gestión, en cuanto te han cobrado lo que quieren....Adiós",1.0
Opinión sobre BBVA,Atención nefasta. Sistema de atención al público con un algoritmo que no hay quien lo entienda. Media hora de espera pasando gente delante que habían llegado después.  Trato nefasto. Menos mal que íbamos a ingresar un cheque de 50.000.-€,1.0
Opinión sobre BBVA,"Una vergüenza. Al menos el trato telefónico el departamento de finanzas. Te tratan de malas maneras, no debe ir uno amargado a trabajar..o al menos disimularlo. No me solucionan el problema e incluso me dan “largas” colgandome el telefono.",1.0
Opinión sobre BBVA,"Como vas a invertir en un deposito que te da 0,000? Para eso me quedo el dinero en la cuenta corriente.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Mi valoración para éste banco es menor de 1 estrella por el trato
mala profesionalidad y mala gestión en el departamento de testentarias por apropiación indebida, es el peor banco que nos ha tratado.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"Son unos ****!!!!! Tengo una pensión muy baja, me vi muy mal hace tiempo y pedí un préstamo, ahora llevo unos meses que me retraso unos días en poder pagar, y no puedo llegar a fin de mes ya que me cobran más del doble del préstamo entre comisiones e intereses, pero mucho más y es imposible quedar limpio con todo lo que me quitan.. repito... **** y ****!!!!!!",1.0
Opinión sobre BBVA,"Cualquier otro banco. A mi madre (90 años) le han cargado importes de tarjetas que nunca pidió ni firmo su entrega. Presentamos reclamción escrita, (Derecho de acceso, Protección de Datos) han pasado 6 meses y aún no hemos recibido una respuesta. Los cargos puntualmente en sus fechas. ¿Mejor banca? jaja",1.0
Opinión sobre BBVA,"""BBVA el banco de las personas"", jajaja. unos **** eso es lo que son. Por tener una cuenta al año me han cargado 246 Euros por comisiones y mantenimiento.",1.0
Opinión sobre BBVA,Son unos ****,1.0
Opinión sobre BBVA,"De momento mal. instale la APP y no me deja entrar, parece que esta desastivada, me puse en contacto y no me an dado solucion, quiero hacerme cliente y me es imposible. este es el motivo de dar una estrella",5.0
Opinión sobre Cuenta Online Sin Comisiones,"Soy cliente del BBVA del paseo de la montaña de Granollers,tengo nómina y nunca está al descubierto y me acaban de clavar 73 euros de intereses y mantenimiento...menudos chorizos y ladrones como puede ser que tengan tanto morro y sean tan ladrones por tener una cuenta abierta y sin hacer ninguna gestión",1.0
Opinión sobre BBVA,"Pués el viernes 13, veo que me descuentan 66,60€ a efectos el lunes 16, y me dejan la libreta en -10€, (la verdad estoy en una situacion mala), pero me acordé que en junio pagé otra comision de mantenimiento de 41,77€. hoy he ido a reclamar al banco y me ha dicho que es lo que hay, que si no que me vaya, pués estoy a que me devuelvan esos 66,60€ y cierro la libreta. Si no ""arderá troya"".",2.0
Opinión sobre Hipoteca Fija,"Por una cuenta que tiene un préstamo domiciliado y que se supone que ya han cobrado los correspondientes intereses, seguros, etc., te vuelve a meter la mano en el bolsillo para sacarte más de 37€ en concepto de comisiones. 
Esta gente tiene un nombre que por imposición de la página no diré pero que se puede suponer.",1.0
Opinión sobre BBVA,En la of. 3976 Ausias Marc - Napoles de Barcelona sigue estando en el mostrador la misma persona mal educada y grosera debe ser amiga de algun directivo si no no se entiende,3.0
Opinión sobre Cuenta Online Sin Comisiones,de lujo,1.0
Opinión sobre Oficina 6077 en El Escorial,"A mí me ha pasado exactamente lo mismo que el anterior mensaje. La cuenta se hace rápido, pero si tienes problema no lo arreglan ni en oficina ni teléfono. Hice cuenta para mí madre, y por mensaje sms aparecía activada. En la oficina fui con mi madre y decían que la cuenta no estaba activada. Me dijeron llamara por teléfono. Se lo pasó a la chica para que les diga lo que pasa, y se puso prepotente diciendo que no es su trabajo. En atención al cliente me dijeron lo mismo sin soluciones.",1.0
Opinión sobre Cuenta Online Sin Comisiones,"No es muy clara, tanto quiere abarcar, que al final es un lío. Ahora lleva unos días que no funciona la app, vamos que ni se abre, y los que tenemos cuenta online, si queremos saber algo hay que ir a la oficina, muy muy mala. Otras app fallan pero desde luego no tardan tanto como BBVA. Luego cuidado que igual cuando se arregle nos quieran cobrar por algún lado. MO LA RECOMIENDO",1.0
Opinión sobre BBVA,Me denegaron una hipoteca aun teniendo como aval el valor de 10 veces lo que pedia. Al final me la han concedido en la caja rural y sin ningún problema a muy buen precio.,1.0
Opinión sobre BBVA,muy buena,1.0
Opinión sobre BBVA,"Crear la cuenta es fácil. Los problemas vienen cuando hay que solucionar algo. Ni en las oficinas atienden bien ni por teléfono. Cuando hay un problema que tienen que solucionar ellos , marean mucho y no se preocupan en arreglarlo. Si se insiste , te tratan con prepotencia e incluso invitan a que se deje de ser cliente del banco . Le cree una cuenta a mi madre, y se la activaron online, pero en banco físico dicen que esa cuenta no estaba activada. Le trasladaron el problema. No lo recomiendo.",1.0
Opinión sobre BBVA,"Mal atención ,si el cajero no funciona y vas a caja te cobran 2€,no quiero pagarlos no es mi problema",1.0
Opinión sobre BBVA,"Terrible servicio! Me bloquearon la cuenta porque decian que no podian validar mi numero de telefono.Voy a las oficinas mas cercanas y me dicen que solo el consultor asignado puede solucionarlo. Pues bien, me pongo en contacto con el por email, por telefono, y nada. Sin respuestas. Llevo 2 meses con mi banca online bloqueada. Y absolutamente NADIE te da una solucion. Es increible pero cierto. He llamado 20 tantas veces, he ido a las oficinas otras 4 o 5 veces, y parece que solo queda demandarles",1.0
Opinión sobre BBVA,"Menudo agrupación de ****... OJO si tienes avanzada edad ... Mi padre murió y tenia 40,000 euros en el banco BBVA. PUES NO NOS PAGAN LA HERENCIA!!!! Hemos declarado a hacienda y el juez a dividido la herencia entre los hijos... presentamos toda la documentación al Banco ... Pues el BBVA se niega atendernos para repartir la herencia a pesar de tener todas las legalidades cumplidas y pagadas,,, Da igual con quien tratemos .. la Oficina de Benidorm o El departamento de Herencias en Madrid..",1.0
Opinión sobre BBVA,Pues yo personalmente solo puedo opinar muy mal de este banco.  Te puedes morir a los 70 años porque para ellos ya no existes. No se te ocurra pedir un préstamo personal con esta edad porque te despiden casi sin mirarte. Una pena de banco,1.0
Opinión sobre BBVA,"Es vergonzoso que para hacerse una cartilla nueva en Argamasilla de Calatrava hay que ir a Puertollano ya que digo que no quieren trabajar,para eso que cierre y nos cambiamos de banco",1.0
